index	genre	filename	year	old_index	source1	source2	sentence1	sentence2	score
2221	main-forum	deft-forum	2014	221	none	none	Annie já usou sua sexualidade assim?	Uma palavra: zumbis Annie já usou sua sexualidade assim?	3.8
2222	main-forum	deft-forum	2014	222	none	none	COMUNISMO PURO: Você tem duas vacas.	LIBERTÁRIO / ANARCHO-CAPITALISMO: Você tem duas vacas.	2.4
2223	main-forum	deft-forum	2014	223	none	none	Você deve colocar os cientistas em um pedestal.	Por que pessoas como você colocam o cientista em um pedestal?	3.4
2224	main-forum	deft-forum	2014	224	none	none	O que eles estão tentando esconder?	Eu então perguntei: O que eles estão tentando esconder?	3.6
2225	main-forum	deft-forum	2014	225	none	none	Isso o tornaria parcialmente responsável por sua morte.	Isso faria de você um tipo de acessório, eu acho.	3.0
2226	main-forum	deft-forum	2014	226	none	none	"Você gostaria de pagar por outros serviços de saúde?"	"Você gostaria de usar o cinto de segurança?"	0.0
2227	main-forum	deft-forum	2014	227	none	none	Eles não são tão soberanos como eram antes.	repetir: eles não são tão soberanos como eram antes.	4.4
2228	main-forum	deft-forum	2014	228	none	none	Não vejo Obama como o menor dos dois males.	Eu não o vejo como mal.	2.0
2229	main-forum	deft-forum	2014	229	none	none	Ou este de Jim Croce. Todos nós somos embarcações cheias de muitas maravilhas.	Todos somos embarcações cheias de muitas maravilhas.	3.2
2230	main-forum	deft-forum	2014	230	none	none	A questão é que uma criança desarmada foi assassinada.	A questão é que uma criança desarmada foi assassinada e que era negra.	3.4
2231	main-forum	deft-forum	2014	231	none	none	Zimmerman respondeu: "O que você está fazendo aqui?"	Martin disse: "Por que você está me seguindo?"	0.9
2232	main-forum	deft-forum	2014	232	none	none	Irreligião que faz que eu tenho um problema.	Religião que não faz isso com a qual não tenho problemas.	1.6
2233	main-forum	deft-forum	2014	233	none	none	Se eu estiver com raiva, ele aparecerá em uma dessas verificações ..	Se eu estiver hiper ativo, ele aparecerá em uma dessas verificações.	3.2
2234	main-forum	deft-forum	2014	234	none	none	Se você deseja comprar US $ bilhões em ações ordinárias da XYZ Inc., quem se importa?	Se você quer comprar uma casa ou um SUV, de novo, quem se importa?	1.4
2235	main-forum	deft-forum	2014	235	none	none	bilhão . Todos no mundo, no atual nível de prosperidade do México.	Todos no mundo no atual nível de "prosperidade" do noroeste da África.	1.53333333333333
2236	main-forum	deft-forum	2014	236	none	none	Se você responder sim e não a você, provavelmente é heterossexual.	Se você responder não a sim, mas sim a, provavelmente será hetero.	3.1
2237	main-forum	deft-forum	2014	237	none	none	Às vezes eu fantasiava em ter poder.	Às vezes, eu também fantasiava em dobrar as pessoas antes da minha vontade demente.	4.2
2238	main-forum	deft-forum	2014	238	none	none	Meus pais me disseram que isso é ruim para você.	Meu xerife me disse que isso é ruim para você.	2.8
2239	main-forum	deft-forum	2014	239	none	none	Atlas Shrugged Também é um artista estelar em termos de idiotice.	É também um artista estelar em termos de idiotice.	3.6
2240	main-forum	deft-forum	2014	240	none	none	Como Martin não saberia que não era esse o caso?	Como Martin ou qualquer outra pessoa conheceria suas intenções com base em suas ações?	2.4
2241	main-forum	deft-forum	2014	241	none	none	A regulamentação coloca o governo em tudo.	"Colocar o governo em tudo?"	2.4
2242	main-forum	deft-forum	2014	242	none	none	É uma coisa de bom senso / raciocínio dedutivo.	Hilited seu senso comum / raciocínio dedutivo.	2.5
2243	main-forum	deft-forum	2014	243	none	none	Sim, presumi que todas as embalagens seriam recicláveis em meu argumento.	Eu assumi isso também no meu argumento.	2.8
2244	main-forum	deft-forum	2014	244	none	none	A anulação do júri não significa que uma lei seja inconstitucional.	A anulação do júri significa que uma lei não é constitucional?	3.6
2245	main-forum	deft-forum	2014	245	none	none	É apenas um monte de células.	Eu sou "um monte de células".	2.2
2246	main-forum	deft-forum	2014	246	none	none	O trabalho de Mann era tudo sobre matemática.	O trabalho de Mann e o HS eram todos sobre anéis de árvores.	1.6
2247	main-forum	deft-forum	2014	247	none	none	Sinto muito ouvir essa Kelly.	Sinto muito, Kelly.	4.0
2248	main-forum	deft-forum	2014	248	none	none	Eu não gosto de cervejas com sabor.	Eu não gosto de muitas bebidas com sabor.	3.0
2249	main-forum	deft-forum	2014	249	none	none	Espero que tudo esteja ok!	Espero que seu LO esteja bem.	1.6
2250	main-forum	deft-forum	2014	250	none	none	qualquer mulher que queira controle de natalidade pode obtê-lo.	Qualquer mulher que queira e aborto pode ter um.	1.6
2251	main-forum	deft-forum	2014	251	none	none	S Como você deseja: Você vê Hitler matando judeus?	Você vê Hitler matando judeus?	4.6
2252	main-forum	deft-forum	2014	252	none	none	E eu sou sua amiga Mitt.	Seu bom amigo Mitt.	4.0
2253	main-forum	deft-forum	2014	253	none	none	Significa sua opção AN.	Não significa que é uma opção ruim.	1.6
2254	main-forum	deft-forum	2014	254	none	none	Eu acho que você precisa reler o que escrevi.	Você precisa reler o que escrevi.	5.0
2255	main-forum	deft-forum	2014	255	none	none	vamos supor que temos% branco e% preto.	Imagine um lugar% branco e% preto.	3.77777777777778
2256	main-forum	deft-forum	2014	256	none	none	Mamãe entrou e disse: "Que barulho é esse?"	Meus filhos entraram e disseram 'o que é isso, papai?'	1.8
2257	main-forum	deft-forum	2014	257	none	none	Meu melhor, Kutte Meu ex-noivo não usaria o médico da VA ou da Marinha.	Jay Meu ex-noivo não usaria o médico da VA ou da Marinha.	3.6
2258	main-forum	deft-forum	2014	258	none	none	Holder apresentou uma carta de três páginas.	Os juízes ordenam que seja apresentada uma carta de três páginas.	2.8
2259	main-forum	deft-forum	2014	259	none	none	@ Andrei engraçado, engraçado, concordou.	@ Andrei engraçado, obrigado, engraçado.	2.2
2260	main-forum	deft-forum	2014	260	none	none	Isso eclipsa o antigo recorde de instalação.	Isso quebra o registro diário de set-in.	4.8
2261	main-forum	deft-forum	2014	261	none	none	Zimmerman respondeu: "O que você está fazendo aqui?"	Martin disse: "Por que você está me seguindo?"	0.9
2262	main-forum	deft-forum	2014	262	none	none	Não sei como isso é legítimo, mas ouvi dizer que ele é meio suicida.	Então, eu não sei o quão legítimo isso é, mas sim.	1.6
2263	main-forum	deft-forum	2014	263	none	none	imposto municipal O imposto municipal não foi congelado para a maioria das pessoas?	O imposto municipal não foi congelado para a maioria das pessoas?	4.8
2264	main-forum	deft-forum	2014	264	none	none	Seu truque está ficando obsoleto.	Sua misoginia está ficando bagunçada.	0.4
2265	main-forum	deft-forum	2014	265	none	none	É assim que funciona?	Não, não é assim que funciona.	1.6
2266	main-forum	deft-forum	2014	266	none	none	Inspire, expire, siga em frente.	buwhahahaha Inspire, expire, siga em frente.	4.4
2267	main-forum	deft-forum	2014	267	none	none	espere até que se tornem mais consistentes e mais próximos.	espere as contrações ficarem mais fortes e mais próximas.	3.8
2268	main-forum	deft-forum	2014	268	none	none	Obama é extremo e de esquerda.	Obama faz parte da extrema esquerda.	4.8
2269	main-forum	deft-forum	2014	269	none	none	@Frank Apisa, o que você quer chamar é com você.	@Cyracuz, o que você quer chamar é com você.	2.5
2270	main-forum	deft-forum	2014	270	none	none	A anulação do júri não tem nada a ver com a constitucionalidade das leis.	A anulação do júri significa que uma lei não é constitucional?	2.6
2271	main-forum	deft-forum	2014	271	none	none	Que convicção onde você estava falando antes?	Que convicção seria essa?	4.4
2272	main-forum	deft-forum	2014	272	none	none	Então, eu li o OP e adivinhei o que descobri.	Além disso, descobri o seguinte: então eu realmente li o OP e adivinhei o que descobri.	4.6
2273	main-forum	deft-forum	2014	273	none	none	O governo não determina se você é casado ou não.	O governo não precisa declarar que você é casado antes que você possa se casar.	3.6
2274	main-forum	deft-forum	2014	274	none	none	A democracia é uma ameaça à liberdade.	A democracia não tem nada a ver com liberdade.	1.8
2275	main-forum	deft-forum	2014	275	none	none	Hi Pro and Corn: Quantos tópicos você planeja criar?	Quantos threads você planeja criar?	4.0
2276	main-forum	deft-forum	2014	276	none	none	Diga-me exatamente qual sistema não está funcionando no momento?	Então, qual sistema não está funcionando para nós?	4.0
2277	main-forum	deft-forum	2014	277	none	none	Ah, e novamente afirma que o casamento é um direito humano fundamental.	Particularmente depois de afirmar que o casamento é um direito humano fundamental.	4.0
2278	main-forum	deft-forum	2014	278	none	none	Por que os russos estão em Damasco?	Russos em Damasco!	4.2
2279	main-forum	deft-forum	2014	279	none	none	Sim, é sobre diluição.	Não é assim que a diluição funciona.	1.8
2280	main-forum	deft-forum	2014	280	none	none	Sim, eu também não acho isso controverso.	Eu não acho que o que ela está dizendo é tão controverso.	3.8
2281	main-forum	deft-forum	2014	281	none	none	A Operação Caos é apenas um voto de pessoas.	O caos é apenas pessoas votando.	4.0
2282	main-forum	deft-forum	2014	282	none	none	Postado originalmente por JonD Duvidoso.	Postado originalmente por eleanor.ellis	1.2
2283	main-forum	deft-forum	2014	283	none	none	Gás clássico Todos nós somos embarcações cheias de muitas maravilhas.	A música tema para Cheers: Somos todos os navios cheios de muitas maravilhas.	3.0
2284	main-forum	deft-forum	2014	284	none	none	repetir: eles não são tão soberanos como eram antes.	Eles não são tão soberanos como eram antes.	4.5
2285	main-forum	deft-forum	2014	285	none	none	A moral não tem absolutamente nada a ver com isso!	e moral e honestidade têm tudo a ver com isso.	2.0
2286	main-forum	deft-forum	2014	286	none	none	Eu estou tendo conversas vão Cornell West Meu querido irmão.	Eu estou tendo conversas Cornell West Que diabos é isso?	3.0
2287	main-forum	deft-forum	2014	287	none	none	Não há guerra no Oriente Médio.	Não existe "GUERRA" no Oriente Médio.	4.6
2288	main-forum	deft-forum	2014	288	none	none	Ele não tinha intenção de prendê-lo.	- Eu não disse que ele planejava prendê-lo.	2.4
2289	main-forum	deft-forum	2014	289	none	none	Todos somos embarcações cheias de muitas maravilhas.	Coloque um pouco de amor em seu coração Todos nós somos vasos cheios de muitas maravilhas.	3.6
2290	main-forum	deft-forum	2014	290	none	none	Você é "um monte de células".	Eu sou "um monte de células".	2.4
2291	main-forum	deft-forum	2014	291	none	none	O que é uma ducha feminina?	Você é uma babaca.	1.4
2292	main-forum	deft-forum	2014	292	none	none	A anulação do júri significa que uma lei não é constitucional?	Não. A anulação do júri não significa que uma lei seja inconstitucional.	2.0
2293	main-forum	deft-forum	2014	293	none	none	Definitivamente, NÃO é o que costumava ser.	votado como votado Definitivamente NÃO é o que costumava ser.	4.0
2294	main-forum	deft-forum	2014	294	none	none	A responsabilidade recai sobre o fabricante de um produto para convencer os consumidores de que é seguro.	O fabricante precisa convencer o governo de que é seguro.	3.4
2295	main-forum	deft-forum	2014	295	none	none	Eu acho que você está perdendo o ponto com os empresários.	Novamente, acho que você está esquecendo o ponto da citação de Twain.	0.8
2296	main-forum	deft-forum	2014	296	none	none	"Ciclopes não existem" - tudo bem.	"Goblins não existem" - tudo bem.	1.6
2297	main-forum	deft-forum	2014	297	none	none	"Havia uma doença mental, agora o que eles estão te ensinando?"	Ele afirmou que era uma doença mental, como é esse fanatismo?	1.6
2298	main-forum	deft-forum	2014	298	none	none	Landon e então é Natal Todos nós somos embarcações cheias de muitas maravilhas.	Brincar com fogo Todos nós somos embarcações cheias de muitas maravilhas.	1.8
2299	main-forum	deft-forum	2014	299	none	none	Bush recebe zero crédito pelo orçamento abaixo dele.	E Obama recebe zero crédito pelo orçamento abaixo dele.	1.8
2300	main-forum	deft-forum	2014	300	none	none	. Pessoas pecaminosas não chegam ao céu.	Ou o pecado é removido ao entrar no céu.	1.8
2301	main-forum	deft-forum	2014	301	none	none	Quanto tempo após a obliteração a criança deve retornar à escola?	Quanto tempo após a obliteração não deve mais incomodar a criança?	3.0
2302	main-forum	deft-forum	2014	302	none	none	Holly Holy Todos somos vasos cheios de muitas maravilhas.	Diga o que quiser Todos somos vasos cheios de muitas maravilhas.	3.8
2303	main-forum	deft-forum	2014	303	none	none	Qual foi a "resposta" em Chicago?	Qual será a resposta na Califórnia?	1.2
2304	main-forum	deft-forum	2014	304	none	none	A coisa toda simplesmente não faz sentido.	Veja que não faz sentido.	4.2
2305	main-forum	deft-forum	2014	305	none	none	Quem supostamente operava as câmaras de gás homicidas?	Refresque sua memória: quem supostamente operava as câmaras de gás homicidas?	4.8
2306	main-forum	deft-forum	2014	306	none	none	Portanto, a explicação da existência do universo é Deus.	Se o universo tem uma explicação de sua existência, essa explicação é Deus.	3.6
2307	main-forum	deft-forum	2014	307	none	none	A predisposição genética à resistência ao câncer é uma genética superior.	A predisposição genética para Alzheimer é uma genética inferior.	1.4
2308	main-forum	deft-forum	2014	308	none	none	Você percebe as coisas sem sentido que está dizendo?	E para ser justo, você percebe as coisas sem sentido que está dizendo?	4.57142857142857
2309	main-forum	deft-forum	2014	309	none	none	Uso da força em defesa da pessoa.-A	Uso da força pelo agressor.	1.2
2310	main-forum	deft-forum	2014	310	none	none	É o que mostram os dados disponíveis.	É o que mostra o registro histórico.	3.6
2311	main-forum	deft-forum	2014	311	none	none	Alegria ao mundo Todos somos embarcações cheias de muitas maravilhas.	A música tema para Cheers: Somos todos os navios cheios de muitas maravilhas.	3.0
2312	main-forum	deft-forum	2014	312	none	none	Eu pensei que era principalmente apenas os holandeses.	Na verdade, são apenas os holandeses.	2.6
2313	main-forum	deft-forum	2014	313	none	none	Eu assisti as crianças brincarem.	Eu gosto de ver as crianças brincarem.	2.2
2314	main-forum	deft-forum	2014	314	none	none	David @OmSigDAVID, acho que Santorum é mais provável que Gingrich.	@sozobe, acho que Santorum é mais provável que Gingrich.	4.8
2315	main-forum	deft-forum	2014	315	none	none	Eles estão se olhando!	Por que eles estão se olhando assim?!?!	2.8
2316	main-forum	deft-forum	2014	316	none	none	Você está dirigindo um?	Você está dirigindo um maldito Volt?	2.6
2317	main-forum	deft-forum	2014	317	none	none	Religião que faz com que eu tenha um problema.	Irreligião que não faz isso com o qual não tenho problemas.	1.4
2318	main-forum	deft-forum	2014	318	none	none	Eu acho que ele seria melhor para os interesses comerciais americanos em geral.	Ele seria melhor para a sociedade americana?	1.6
2319	main-forum	deft-forum	2014	319	none	none	não é uma questão constitucional.	novamente, isso não é uma questão constitucional.	4.4
2320	main-forum	deft-forum	2014	320	none	none	Vocês enganam ... comprei o encobrimento .. ganhei ..	Oi pessoal: vocês enganam ... comprei o encobrimento .. ganhei ..	4.2
